,question,answer
2929,Phương pháp sắc ký có tiêu chuẩn số đĩa lý thuyết là bao nhiêu,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""sắc ký"" AND toLower(s.id) CONTAINS ""số đĩa lý thuyết"" RETURN s.id"
2930,Dược liệu chứa thành phần hóa học nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""dược liệu"" RETURN c.id"
2931,Phương pháp sắc ký có thể tích tiêm bao nhiêu,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""sắc ký"" AND toLower(s.id) CONTAINS ""thể tích tiêm"" RETURN s.id"
2932,Detector quang phổ tử ngoại đặt ở bước sóng bao nhiêu?,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""detector quang phổ tử ngoại"" AND toLower(s.id) CONTAINS ""bước sóng"" RETURN s.id"
2933,Phương pháp sắc ký yêu cầu màng lọc nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký"" RETURN c.id"
2934,Phương pháp sắc ký yêu cầu pha tĩnh nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký"" RETURN c.id"
2935,Phương pháp sắc ký yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký"" RETURN c.id"
2936,Paeoniflorin chuẩn có nồng độ bao nhiêu?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""paeoniflorin chuẩn"" AND toLower(s.id) CONTAINS ""nồng độ"" RETURN s.id"
2937,BÁN BIÊN LIÊN được sản xuất từ vi sinh vật nào,"MATCH (d:DRUG)-[:TARGETS]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bán biên liên"" RETURN o.id"
2938,Paeoniflorin có chỉ số kỹ thuật nào về công thức hóa học,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""paeoniflorin"" AND toLower(s.id) CONTAINS ""c23h28o11"" RETURN s.id"
2939,BẠCH THƯỢC được sản xuất từ sinh vật nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN o.id"
2940,BÁN CHI LIÊN được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bán chi liên"" RETURN t.id"
2941,Phương pháp sắc ký lỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" RETURN c.id"
2942,Phương pháp sắc ký lỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" RETURN c.id"
2943,Phương pháp sắc ký lỏng yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lỏng"" RETURN c.id"
2944,Phương pháp sắc ký lỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" RETURN c.id"
2945,Phương pháp sắc ký lỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" RETURN c.id"
2946,Phương pháp chiết nóng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""phương pháp chiết nóng"" RETURN c.id"
2947,Bạch thược được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN t.id"
2948,Bạch thược có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN s.id"
2949,Bạch thược được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN tm.id"
2950,Bạch thược được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN t.id"
2951,Bạch thược có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN s.id"
2952,Bạch thược được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN tm.id"
2953,Bạch thược có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN s.id"
2954,Bạch thược được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN t.id"
2955,Bạch thược có tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN s.id"
2956,Bạch thược được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN tm.id"
2957,Bạch thược có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN s.id"
2958,Phương pháp sắc ký lớp mỏng yêu cầu dược liệu nào,"MATCH (d:DRUG)-[:REQUIRES]->(tm:TEST_METHOD) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN d.id"
2959,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2960,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2961,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2962,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2963,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2964,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2965,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2966,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2967,BẠCH THƯỢC được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN p.id"
2968,Bạch thược được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch thược"" RETURN tm.id"
2969,Tật lê được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""tật lê"" RETURN s.id"
2970,Bạch truật tác động lên cơ quan nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạch truật"" RETURN dis.id"
2971,Tật lê trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""tật lê"" RETURN dis.id"
2972,Tật lê sao được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""tật lê sao"" RETURN p.id"
2973,Bạch tật lê có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch tật lê"" RETURN s.id"
2974,Bạch tật lê được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch tật lê"" RETURN t.id"
2975,Bạch truật sao cháy điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạch truật sao cháy"" RETURN dis.id"
2976,Phương pháp Sắc ký yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký"" RETURN c.id"
2977,Phương pháp sao phục long can yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""phục long can"" RETURN c.id"
2978,Bạch truật sao cám chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bạch truật sao cám"" RETURN c.id"
2979,Bạch truật sao cám điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạch truật sao cám"" RETURN dis.id"
2980,Bạch truật điều trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạch truật"" RETURN dis.id"
2981,Phương pháp sắc ký lớp mỏng yêu cầu dược liệu Bạch hoa xà thiệt thảo không,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bạch hoa xà thiệt thảo"" AND toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2982,BẠCH TẬT LÊ được sản xuất bởi vi sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bạch tật lê"" RETURN o.id"
2983,Phương pháp sao cám gạo yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""sao cám gạo"" RETURN c.id"
2984,Bạch truật được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""bạch truật"" RETURN s.id"
2985,Phương pháp sao cám mật chích yêu cầu hóa chất nào,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""sao cám mật chích"" RETURN c.id"
2986,Thổ Bạch truật được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""thổ bạch truật"" RETURN p.id"
2987,Bạch truật sao được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bạch truật sao"" RETURN p.id"
2988,Phương pháp chiết nóng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""chiết nóng"" RETURN c.id"
2989,Bạch truật có chỉ số kỹ thuật nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch truật"" RETURN s.id"
2990,Bạch truật được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch truật"" RETURN tm.id"
2991,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2992,Phương pháp định tính A yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính a"" RETURN c.id"
2993,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
2994,BẠCH TẬT LÊ được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch tật lê"" RETURN t.id"
2995,BẠCH TẬT LÊ chứa thành phần nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bạch tật lê"" RETURN c.id"
2996,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất acid sulfuric không,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""acid sulfuric"" RETURN c.id"
2997,Phương pháp chiết nóng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""phương pháp chiết nóng"" RETURN c.id"
2998,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất ethanol không?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""ethanol"" RETURN tm.id, c.id"
2999,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất vanillin không?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""vanillin"" RETURN c.id"
3000,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất acid oleanolic không,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""acid oleanolic"" RETURN c.id"
3001,BẠCH ĐẬU KHẤU được sản xuất từ vi sinh vật nào,"MATCH (c:CHEMICAL)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(c.id) CONTAINS ""bạch đậu khấu"" RETURN o.id"
3002,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất ethyl acetat không?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""ethyl acetat"" RETURN c.id"
3003,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất acid hydrocloric không?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""acid hydrocloric"" RETURN c.id"
3004,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất methanol không,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""methanol"" RETURN c.id"
3005,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất ether ethylic không,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""ether ethylic"" RETURN c.id"
3006,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nước không,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""nước"" RETURN c.id"
3007,Tro toàn phần có tiêu chuẩn nào?,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""tro toàn phần"" RETURN s.id"
3008,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất Cloroform không,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""cloroform"" RETURN c.id"
3009,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất Silica gel G không,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" AND toLower(c.id) CONTAINS ""silica gel g"" RETURN c.id"
3010,Phương pháp sắc ký lớp mỏng có tiêu chuẩn nào,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN s.id"
3011,Tạp chất có tiêu chuẩn nào,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""tạp chất"" RETURN s.id"
3012,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
3013,Độ ẩm có tiêu chuẩn nào,"MATCH (s:STANDARD) WHERE toLower(s.id) CONTAINS ""độ ẩm"" RETURN s.id"
3014,BẠCH ĐẬU KHẤU tác động lên cơ quan nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạch đậu khấu"" RETURN dis.id"
3015,Phương pháp định lượng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định lượng"" RETURN c.id"
3016,Bạch đồng nữ được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch đồng nữ"" RETURN tm.id"
3017,Bột dược liệu được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bột dược liệu"" RETURN tm.id"
3018,Bạch hoa xà thiệt thảo được sản xuất bởi sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bạch hoa xà thiệt thảo"" RETURN o.id"
3019,Bạch giới tử điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạch giới tử"" RETURN dis.id"
3020,Bạch giới tử được bảo quản ở điều kiện nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""bạch giới tử"" RETURN s.id"
3021,Phương pháp ngâm lạnh yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""ngâm lạnh"" RETURN c.id"
3022,Phương pháp Thái lát dày có chỉ số kỹ thuật nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD), (d)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(p.id) CONTAINS ""thái lát dày"" RETURN s.id"
3023,Bạch giới tử sao được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bạch giới tử sao"" RETURN p.id"
3024,Phương pháp Định tính yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
3025,BẠCH GIỚI TỬ được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch giới tử"" RETURN tm.id"
3026,BẠCH GIỚI TỬ chứa hóa chất nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""bạch giới tử"" RETURN c.id"
3027,BẠCH GIỚI TỬ được sản xuất từ sinh vật nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bạch giới tử"" RETURN o.id"
3028,BẠCH ĐẬU KHẤU điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạch đậu khấu"" RETURN dis.id"
3029,BẠCH ĐẬU KHẤU được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""bạch đậu khấu"" RETURN s.id"
3030,Phương pháp Sắc ký có chỉ số kỹ thuật nào,"MATCH (tm:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""sắc ký"" RETURN s.id"
3031,Phương pháp Sấy có chỉ số kỹ thuật nào,"MATCH (p:PRODUCTION_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(p.id) CONTAINS ""sấy"" RETURN s.id"
3032,BẠCH ĐẬU KHẤU được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""bạch đậu khấu"" RETURN p.id"
3033,BẠCH ĐẬU KHẤU có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch đậu khấu"" RETURN s.id"
3034,Imperatorin có chỉ số kỹ thuật nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""imperatorin"" RETURN s.id"
3035,BẠCH ĐỒNG NỮ được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bạch đồng nữ"" RETURN o.id"
3036,Phương pháp Sắc ký yêu cầu hóa chất nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký"" RETURN c.id"
3037,Phương pháp Định tính yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
3038,Bách hợp được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bách hợp"" RETURN o.id"
3039,Khấu nhân được bảo quản ở điều kiện nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""khấu nhân"" RETURN s.id"
3040,Khấu nhân chủ trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""khấu nhân"" RETURN dis.id"
3041,Phương pháp sắc ký lớp mỏng có tiêu chuẩn nào,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN s.id"
3042,Khấu nhân được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""khấu nhân"" RETURN tm.id"
3043,Khấu nhân có tiêu chuẩn nào?,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""khấu nhân"" RETURN s.id"
3044,Khấu nhân chứa hóa chất nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""khấu nhân"" RETURN c.id"
3045,Phương pháp Định tính yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
3046,Bạch chỉ được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch chỉ"" RETURN t.id"
3047,Bạch chỉ được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bạch chỉ"" RETURN o.id"
3048,Bạch chỉ điều trị bệnh gì,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""bạch chỉ"" RETURN dis.id"
3049,Imperatorin có tiêu chuẩn nào,"MATCH (c:CHEMICAL)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""imperatorin"" RETURN s.id"
3050,BẠCH CHỈ có tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""bạch chỉ"" RETURN s.id"
3051,BẠCH CHỈ được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""bạch chỉ"" RETURN tm.id"
3052,Phương pháp sắc ký lỏng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" RETURN c.id"
3053,Thuốc Bạch cập được sản xuất bởi vi sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""bạch cập"" RETURN o.id"
